Replicate,Planner,Case,Result
0.0,1.0,1.0,0.7500000005672389
1.0,1.0,1.0,0.7500000462296936
2.0,1.0,1.0,0.7500001644365604
3.0,1.0,1.0,0.7500000467028168
4.0,1.0,1.0,0.7500000002222925
5.0,1.0,1.0,0.7500000183261951
6.0,1.0,1.0,0.7500000065218235
7.0,1.0,1.0,0.7500001665116451
8.0,1.0,1.0,0.7500000006133491
9.0,1.0,1.0,0.7500000020319227
10.0,1.0,1.0,0.7500001567776347
11.0,1.0,1.0,0.7500000701811772
12.0,1.0,1.0,0.7500000966191398
13.0,1.0,1.0,0.7500000003547856
14.0,1.0,1.0,0.7500003200348015
15.0,1.0,1.0,0.7500000036117312
16.0,1.0,1.0,0.7500002520741964
17.0,1.0,1.0,0.7500013834875379
18.0,1.0,1.0,0.7500000270521634
19.0,1.0,1.0,0.750000002579132
20.0,1.0,1.0,0.7500022862725256
21.0,1.0,1.0,0.7500000259541896
22.0,1.0,1.0,0.7500000003465689
23.0,1.0,1.0,0.7500000002263807
24.0,1.0,1.0,0.7500000010331078
25.0,1.0,1.0,0.7500000064623911
26.0,1.0,1.0,0.7500000174178899
27.0,1.0,1.0,0.7500000096268677
28.0,1.0,1.0,0.7500000254451111
29.0,1.0,1.0,0.7500000585583274
30.0,1.0,1.0,0.7500001119264696
31.0,1.0,1.0,0.750000001864553
32.0,1.0,1.0,0.7500000619189007
33.0,1.0,1.0,0.7500002183580643
34.0,1.0,1.0,0.7500000003366677
35.0,1.0,1.0,0.75000002310896
36.0,1.0,1.0,0.7500031589104429
37.0,1.0,1.0,0.7500000003729078
38.0,1.0,1.0,0.7500004099284218
39.0,1.0,1.0,0.750000016736497
40.0,1.0,1.0,0.7500004334485674
41.0,1.0,1.0,0.7500000376511871
42.0,1.0,1.0,0.7500000508463759
43.0,1.0,1.0,0.7500001840822638
44.0,1.0,1.0,0.7500009153304096
45.0,1.0,1.0,0.7500000000255129
46.0,1.0,1.0,0.750000169289617
47.0,1.0,1.0,0.7500000006919443
48.0,1.0,1.0,0.7500000057343854
49.0,1.0,1.0,0.7500000453738531
50.0,1.0,1.0,0.7500002019447326
51.0,1.0,1.0,0.750000066063217
52.0,1.0,1.0,0.7500000391383869
53.0,1.0,1.0,0.7500000175979623
54.0,1.0,1.0,0.7500023533967615
55.0,1.0,1.0,0.7500001361302099
56.0,1.0,1.0,0.7500000558782846
57.0,1.0,1.0,0.750000019855439
58.0,1.0,1.0,0.7500005700154909
59.0,1.0,1.0,0.750000077193502
60.0,1.0,1.0,0.7500000105964604
61.0,1.0,1.0,0.750000014045932
62.0,1.0,1.0,0.7500000000166505
63.0,1.0,1.0,0.7500000001216773
64.0,1.0,1.0,0.7500000000777709
65.0,1.0,1.0,0.7500000107269489
66.0,1.0,1.0,0.7500000009006156
67.0,1.0,1.0,0.7500000423106141
68.0,1.0,1.0,0.7500000261308352
69.0,1.0,1.0,0.7500000026966415
70.0,1.0,1.0,0.7500000293736541
71.0,1.0,1.0,0.750000077761375
72.0,1.0,1.0,0.7500000609747579
73.0,1.0,1.0,0.7500012524913913
74.0,1.0,1.0,0.7500003096340784
75.0,1.0,1.0,0.7500000655268431
76.0,1.0,1.0,0.7500000692817735
77.0,1.0,1.0,0.7500000094263095
78.0,1.0,1.0,0.7500002176705121
79.0,1.0,1.0,0.7500000652436913
80.0,1.0,1.0,0.7500001716647242
81.0,1.0,1.0,0.7500000140445392
82.0,1.0,1.0,0.7500000010121143
83.0,1.0,1.0,0.7500000109524342
84.0,1.0,1.0,0.7500000030703511
85.0,1.0,1.0,0.7500000932647058
86.0,1.0,1.0,0.750001061253135
87.0,1.0,1.0,0.7500002750354277
88.0,1.0,1.0,0.7500008443808841
89.0,1.0,1.0,0.7500000003991342
90.0,1.0,1.0,0.7500000004865724
91.0,1.0,1.0,0.7500002722394594
92.0,1.0,1.0,0.7500000198270461
93.0,1.0,1.0,0.7500000018748189
94.0,1.0,1.0,0.7500000039025211
95.0,1.0,1.0,0.7500000080559753
96.0,1.0,1.0,0.7500000716498677
97.0,1.0,1.0,0.7500000109848122
98.0,1.0,1.0,0.7500000137062952
99.0,1.0,1.0,0.7500004505350683
0.0,1.0,2.0,0.9478479823158374
1.0,1.0,2.0,0.9543163911947583
2.0,1.0,2.0,0.9772659245593469
3.0,1.0,2.0,0.9545408417081023
4.0,1.0,2.0,0.9716650954580273
5.0,1.0,2.0,0.9556527934484315
6.0,1.0,2.0,0.9604129527151914
7.0,1.0,2.0,0.9533555399929858
8.0,1.0,2.0,0.9554695344929764
9.0,1.0,2.0,0.935997515559931
10.0,1.0,2.0,0.9462376377736657
11.0,1.0,2.0,0.9799421207921923
12.0,1.0,2.0,0.9645012640532122
13.0,1.0,2.0,0.976501484910475
14.0,1.0,2.0,0.9534953767753644
15.0,1.0,2.0,0.9568765998295343
16.0,1.0,2.0,0.9637093014038868
17.0,1.0,2.0,0.9576456321181419
18.0,1.0,2.0,0.9515063365559641
19.0,1.0,2.0,0.9678930949972084
20.0,1.0,2.0,0.9548044570446446
21.0,1.0,2.0,0.9404059376562868
22.0,1.0,2.0,0.9608217455000857
23.0,1.0,2.0,0.9494451633283866
24.0,1.0,2.0,0.944028452851801
25.0,1.0,2.0,0.9514890701451172
26.0,1.0,2.0,0.952896794255834
27.0,1.0,2.0,0.9638709203182608
28.0,1.0,2.0,0.9763560175044438
29.0,1.0,2.0,0.9814318924808692
30.0,1.0,2.0,0.9369267749467606
31.0,1.0,2.0,0.9507354585956012
32.0,1.0,2.0,0.9485872170812932
33.0,1.0,2.0,0.9554947362134174
34.0,1.0,2.0,0.9444937771221826
35.0,1.0,2.0,0.9731020062705886
36.0,1.0,2.0,0.9576346718337081
37.0,1.0,2.0,0.9436020172814652
38.0,1.0,2.0,0.9637294557618623
39.0,1.0,2.0,0.9509965469337995
40.0,1.0,2.0,0.982159045942923
41.0,1.0,2.0,0.9489749511446004
42.0,1.0,2.0,0.9495966905756095
43.0,1.0,2.0,0.9526344912743495
44.0,1.0,2.0,0.9507532018523097
45.0,1.0,2.0,0.95293721474002
46.0,1.0,2.0,0.9645702338386606
47.0,1.0,2.0,0.9529531834689845
48.0,1.0,2.0,0.9579253508769909
49.0,1.0,2.0,0.9609363600108756
50.0,1.0,2.0,0.9458826806634387
51.0,1.0,2.0,0.9567744235420811
52.0,1.0,2.0,0.9650226201636941
53.0,1.0,2.0,0.9483509027039808
54.0,1.0,2.0,0.9664771853011935
55.0,1.0,2.0,0.9538545503037612
56.0,1.0,2.0,0.9475434175271765
57.0,1.0,2.0,0.972398817664083
58.0,1.0,2.0,0.9546414462243574
59.0,1.0,2.0,0.9551097756008171
60.0,1.0,2.0,0.9504112278146091
61.0,1.0,2.0,0.9577165131326123
62.0,1.0,2.0,0.9629288916703205
63.0,1.0,2.0,0.9475430964307436
64.0,1.0,2.0,0.9554167016405776
65.0,1.0,2.0,0.9634193432043942
66.0,1.0,2.0,0.9756957758287349
67.0,1.0,2.0,0.9634497390594258
68.0,1.0,2.0,0.9491308644155407
69.0,1.0,2.0,0.9718723803518502
70.0,1.0,2.0,0.9507277930647657
71.0,1.0,2.0,0.95099590284383
72.0,1.0,2.0,0.9699490334030914
73.0,1.0,2.0,0.958301218384276
74.0,1.0,2.0,0.9605841263372548
75.0,1.0,2.0,0.9606295436146973
76.0,1.0,2.0,0.9578461596787857
77.0,1.0,2.0,0.9778762225232237
78.0,1.0,2.0,0.9471871707793176
79.0,1.0,2.0,0.9559259076920281
80.0,1.0,2.0,0.9578579611932727
81.0,1.0,2.0,0.9733757939598305
82.0,1.0,2.0,0.968192023844655
83.0,1.0,2.0,0.978423453144257
84.0,1.0,2.0,0.9593738286027624
85.0,1.0,2.0,0.9727490117780684
86.0,1.0,2.0,0.9700472027279325
87.0,1.0,2.0,0.9527154479442208
88.0,1.0,2.0,0.973358496890264
89.0,1.0,2.0,0.9651732520639429
90.0,1.0,2.0,0.9670070958720423
91.0,1.0,2.0,0.9592677850842453
92.0,1.0,2.0,0.9709047354129083
93.0,1.0,2.0,0.9582836052972072
94.0,1.0,2.0,0.960695125413102
95.0,1.0,2.0,0.9513955940442389
96.0,1.0,2.0,0.9403635182514742
97.0,1.0,2.0,0.9632752947982183
98.0,1.0,2.0,0.9667733831327753
99.0,1.0,2.0,0.9650826362046115
0.0,1.0,3.0,2.311856223513571
1.0,1.0,3.0,2.3130040177316458
2.0,1.0,3.0,2.313165213790721
3.0,1.0,3.0,2.3137791358639697
4.0,1.0,3.0,2.3141215386757823
5.0,1.0,3.0,2.315684299521092
6.0,1.0,3.0,2.313450557327508
7.0,1.0,3.0,2.315175332161365
8.0,1.0,3.0,2.312346336905818
9.0,1.0,3.0,2.312316069946795
10.0,1.0,3.0,2.31152799497211
11.0,1.0,3.0,2.310554799903736
12.0,1.0,3.0,2.312773791457012
13.0,1.0,3.0,2.519475301374277
14.0,1.0,3.0,2.3211332054183265
15.0,1.0,3.0,2.3110252208721316
16.0,1.0,3.0,2.313455991935372
17.0,1.0,3.0,2.3237012876684084
18.0,1.0,3.0,2.3113303021456533
19.0,1.0,3.0,2.4658290287076414
20.0,1.0,3.0,2.313351798337224
21.0,1.0,3.0,2.3166197459494855
22.0,1.0,3.0,2.310229666272092
23.0,1.0,3.0,2.315248578401587
24.0,1.0,3.0,2.313790556842641
25.0,1.0,3.0,2.3144736288036514
26.0,1.0,3.0,2.3113977811790813
27.0,1.0,3.0,2.3199240603524767
28.0,1.0,3.0,2.313931871512753
29.0,1.0,3.0,2.310941079898707
30.0,1.0,3.0,2.317832439479302
31.0,1.0,3.0,2.3142844986343363
32.0,1.0,3.0,2.3134421151444813
33.0,1.0,3.0,2.311299926341864
34.0,1.0,3.0,2.3125108955873017
35.0,1.0,3.0,2.311320679403862
36.0,1.0,3.0,2.3129271550258137
37.0,1.0,3.0,2.3126808986474727
38.0,1.0,3.0,2.3110058336607295
39.0,1.0,3.0,2.3118209884650023
40.0,1.0,3.0,2.311190113161217
41.0,1.0,3.0,2.315102581659577
42.0,1.0,3.0,2.311247488416634
43.0,1.0,3.0,2.318886460486241
44.0,1.0,3.0,2.312860923370497
45.0,1.0,3.0,2.315250881198307
46.0,1.0,3.0,2.3122955387305932
47.0,1.0,3.0,2.311381742294122
48.0,1.0,3.0,2.420285686358684
49.0,1.0,3.0,2.321423848089517
50.0,1.0,3.0,2.312558066035532
51.0,1.0,3.0,2.313414795354196
52.0,1.0,3.0,2.310958926079309
53.0,1.0,3.0,2.3195312554605003
54.0,1.0,3.0,2.31101588365416
55.0,1.0,3.0,2.3108086536672996
56.0,1.0,3.0,2.3131676941506782
57.0,1.0,3.0,2.5931768093233614
58.0,1.0,3.0,2.314696907397239
59.0,1.0,3.0,2.3134688173312097
60.0,1.0,3.0,2.315622042329423
61.0,1.0,3.0,2.3135749849166105
62.0,1.0,3.0,2.312060839980121
63.0,1.0,3.0,2.3124366032177326
64.0,1.0,3.0,2.313858808321444
65.0,1.0,3.0,2.3122540546921364
66.0,1.0,3.0,2.310534580738175
67.0,1.0,3.0,2.3130714358418443
68.0,1.0,3.0,2.310382719267807
69.0,1.0,3.0,2.3129311406265303
70.0,1.0,3.0,2.3146031785367676
71.0,1.0,3.0,2.3199166309611603
72.0,1.0,3.0,2.3122459441487955
73.0,1.0,3.0,2.315106019661731
74.0,1.0,3.0,2.311624050334391
75.0,1.0,3.0,2.312510693723195
76.0,1.0,3.0,2.31443002083123
77.0,1.0,3.0,2.3137529026383694
78.0,1.0,3.0,2.3126530613540885
79.0,1.0,3.0,2.316389098903891
80.0,1.0,3.0,2.3116854407351695
81.0,1.0,3.0,2.3184879018810727
82.0,1.0,3.0,2.3118096165558546
83.0,1.0,3.0,2.3113604409847435
84.0,1.0,3.0,2.312277611257866
85.0,1.0,3.0,2.31204181042847
86.0,1.0,3.0,2.3171881156701852
87.0,1.0,3.0,2.311654258630307
88.0,1.0,3.0,2.474836679403678
89.0,1.0,3.0,2.3133772764618117
90.0,1.0,3.0,2.3153577648806682
91.0,1.0,3.0,2.3237972686163335
92.0,1.0,3.0,2.3129287853405627
93.0,1.0,3.0,2.3151599689406006
94.0,1.0,3.0,2.3163644763951
95.0,1.0,3.0,2.3147256912071272
96.0,1.0,3.0,2.314136370604251
97.0,1.0,3.0,2.3143124839105718
98.0,1.0,3.0,2.3183454872113054
99.0,1.0,3.0,2.3137719706776227
0.0,1.0,5.0,3.9054474270458823
1.0,1.0,5.0,2.6907701943256357
2.0,1.0,5.0,2.725121917793763
3.0,1.0,5.0,2.691014289864825
4.0,1.0,5.0,2.70262364570777
5.0,1.0,5.0,2.6975032113170982
6.0,1.0,5.0,2.699966296950592
7.0,1.0,5.0,2.689954557087669
8.0,1.0,5.0,4.133399175315142
9.0,1.0,5.0,2.690843868040097
10.0,1.0,5.0,2.7089712912547594
11.0,1.0,5.0,2.692769140937448
12.0,1.0,5.0,2.693269790257484
13.0,1.0,5.0,2.693863481868922
14.0,1.0,5.0,2.724918026268007
15.0,1.0,5.0,2.714945360662485
16.0,1.0,5.0,1.7940495938397771
17.0,1.0,5.0,2.6910423926232543
18.0,1.0,5.0,2.712847224393644
19.0,1.0,5.0,2.689819213462797
20.0,1.0,5.0,2.6894412837934487
21.0,1.0,5.0,2.7050830728185984
22.0,1.0,5.0,2.6941662701839078
23.0,1.0,5.0,2.9019708627893808
24.0,1.0,5.0,3.7857407025762986
25.0,1.0,5.0,2.699214821819221
26.0,1.0,5.0,2.6917519184144307
27.0,1.0,5.0,2.7041881617770005
28.0,1.0,5.0,2.6889177728527853
29.0,1.0,5.0,2.692148613208563
30.0,1.0,5.0,2.6913063587934913
31.0,1.0,5.0,2.6892978588532443
32.0,1.0,5.0,2.7748408851322846
33.0,1.0,5.0,2.6891680173365176
34.0,1.0,5.0,3.172782046975836
35.0,1.0,5.0,3.1080683549644705
36.0,1.0,5.0,2.6908712503016092
37.0,1.0,5.0,2.6902054555921104
38.0,1.0,5.0,3.1220625796258554
39.0,1.0,5.0,2.72578842435631
40.0,1.0,5.0,2.6937028911328698
41.0,1.0,5.0,2.6930048163122944
42.0,1.0,5.0,2.6924012477681663
43.0,1.0,5.0,2.6903326627142334
44.0,1.0,5.0,2.692120268638363
45.0,1.0,5.0,2.6909339422378373
46.0,1.0,5.0,2.7204181032614017
47.0,1.0,5.0,2.731734863293013
48.0,1.0,5.0,1.7818741091130528
49.0,1.0,5.0,3.18451083300754
50.0,1.0,5.0,2.6907450929764094
51.0,1.0,5.0,2.7032596269097904
52.0,1.0,5.0,1.775870848203363
53.0,1.0,5.0,1.7444659618174696
54.0,1.0,5.0,2.692651762422072
55.0,1.0,5.0,2.694452146692653
56.0,1.0,5.0,2.6903961237289384
57.0,1.0,5.0,2.7183366982108734
58.0,1.0,5.0,2.6883976588744076
59.0,1.0,5.0,2.6942682272253817
60.0,1.0,5.0,2.6982662469334917
61.0,1.0,5.0,2.7011621594543787
62.0,1.0,5.0,2.765444931281619
63.0,1.0,5.0,2.692428108082102
64.0,1.0,5.0,3.228713236671193
65.0,1.0,5.0,2.695106703698854
66.0,1.0,5.0,1.7659839965215534
67.0,1.0,5.0,2.6933766034635602
68.0,1.0,5.0,2.692776472223556
69.0,1.0,5.0,2.6894484622702426
70.0,1.0,5.0,2.7027625579746672
71.0,1.0,5.0,2.6938289504198925
72.0,1.0,5.0,2.6900812681182598
73.0,1.0,5.0,2.691875781681297
74.0,1.0,5.0,2.6964972264477445
75.0,1.0,5.0,3.1388791407744256
76.0,1.0,5.0,2.6903693274221863
77.0,1.0,5.0,2.6913085788897275
78.0,1.0,5.0,2.699964528928513
79.0,1.0,5.0,2.7005969365899656
80.0,1.0,5.0,2.6923447011881514
81.0,1.0,5.0,2.690576307734614
82.0,1.0,5.0,2.688728011718871
83.0,1.0,5.0,3.6991587830131722
84.0,1.0,5.0,2.6924230895583943
85.0,1.0,5.0,2.697612633926784
86.0,1.0,5.0,2.6919917340645227
87.0,1.0,5.0,2.691263875284065
88.0,1.0,5.0,3.2103265644380397
89.0,1.0,5.0,2.6939736270473977
90.0,1.0,5.0,2.695882208448209
91.0,1.0,5.0,2.861609341188417
92.0,1.0,5.0,1.8526850032832212
93.0,1.0,5.0,2.693963321619032
94.0,1.0,5.0,2.692443282590544
95.0,1.0,5.0,2.6911908431147684
96.0,1.0,5.0,4.878715135641543
97.0,1.0,5.0,2.6918261376901076
98.0,1.0,5.0,2.6896852565230716
99.0,1.0,5.0,2.695289968856425
0.0,2.0,1.0,0.750000003555407
1.0,2.0,1.0,0.7500000001461579
2.0,2.0,1.0,0.7500000245613067
3.0,2.0,1.0,0.7500000038047656
4.0,2.0,1.0,0.7500000016424672
5.0,2.0,1.0,0.750000000013739
6.0,2.0,1.0,0.7500000029974763
7.0,2.0,1.0,0.7500000000116699
8.0,2.0,1.0,0.7500000018461715
9.0,2.0,1.0,0.7500000001919936
10.0,2.0,1.0,0.7500000697244222
11.0,2.0,1.0,0.7500000000015346
12.0,2.0,1.0,0.7500000052645777
13.0,2.0,1.0,0.7500000002107851
14.0,2.0,1.0,0.7500000002367502
15.0,2.0,1.0,0.7500000148618423
16.0,2.0,1.0,0.7500000161460078
17.0,2.0,1.0,0.7500000001562526
18.0,2.0,1.0,0.7500000001619508
19.0,2.0,1.0,0.7500000007132301
20.0,2.0,1.0,0.7500000002895999
21.0,2.0,1.0,0.7500002769211812
22.0,2.0,1.0,0.7500000076560712
23.0,2.0,1.0,0.7500000004229079
24.0,2.0,1.0,0.7500000057189458
25.0,2.0,1.0,0.7500000036523033
26.0,2.0,1.0,0.7500000001404262
27.0,2.0,1.0,0.750000004353215
28.0,2.0,1.0,0.7500000068660313
29.0,2.0,1.0,0.7500000007067911
30.0,2.0,1.0,0.7500000001640909
31.0,2.0,1.0,0.750000001091328
32.0,2.0,1.0,0.7500000706538434
33.0,2.0,1.0,0.7500000003001561
34.0,2.0,1.0,0.7500000007877565
35.0,2.0,1.0,0.7500000000392792
36.0,2.0,1.0,0.750000007103305
37.0,2.0,1.0,0.7500000011381935
38.0,2.0,1.0,0.7500000017279427
39.0,2.0,1.0,0.750000000300281
40.0,2.0,1.0,0.7500000023077763
41.0,2.0,1.0,0.7500000000728608
42.0,2.0,1.0,0.7500000137885506
43.0,2.0,1.0,0.7500000009749087
44.0,2.0,1.0,0.7500000002905163
45.0,2.0,1.0,0.7500000001772019
46.0,2.0,1.0,0.7500000025762298
47.0,2.0,1.0,0.7500000010205414
48.0,2.0,1.0,0.7500000007945383
49.0,2.0,1.0,0.7500000000104703
50.0,2.0,1.0,0.7500000015931144
51.0,2.0,1.0,0.7500000000319738
52.0,2.0,1.0,0.7500000037492286
53.0,2.0,1.0,0.7500000000200747
54.0,2.0,1.0,0.7500000003033348
55.0,2.0,1.0,0.7500000009436799
56.0,2.0,1.0,0.7500000000159535
57.0,2.0,1.0,0.7500000000510842
58.0,2.0,1.0,0.7500000356310987
59.0,2.0,1.0,0.7500000009220235
60.0,2.0,1.0,0.7500000006551396
61.0,2.0,1.0,0.750000000016908
62.0,2.0,1.0,0.7500000001247196
63.0,2.0,1.0,0.7500000080079485
64.0,2.0,1.0,0.7500000043805498
65.0,2.0,1.0,0.7500000017240007
66.0,2.0,1.0,0.7500000018695976
67.0,2.0,1.0,0.7500000000850111
68.0,2.0,1.0,0.7500000029433723
69.0,2.0,1.0,0.7500000004621192
70.0,2.0,1.0,0.7500000170612487
71.0,2.0,1.0,0.7500039353850331
72.0,2.0,1.0,0.7500000038022082
73.0,2.0,1.0,0.7500000370136524
74.0,2.0,1.0,0.7500000000492302
75.0,2.0,1.0,0.7500000001013151
76.0,2.0,1.0,0.7500000001813506
77.0,2.0,1.0,0.7500000168007573
78.0,2.0,1.0,0.7500000114892866
79.0,2.0,1.0,0.750000000294063
80.0,2.0,1.0,0.7500000544157271
81.0,2.0,1.0,0.7500000003505609
82.0,2.0,1.0,0.7500000022221026
83.0,2.0,1.0,0.7500000001703231
84.0,2.0,1.0,0.7500000058826864
85.0,2.0,1.0,0.7500000038766024
86.0,2.0,1.0,0.7500000039934684
87.0,2.0,1.0,0.750000002745556
88.0,2.0,1.0,0.7500000001553992
89.0,2.0,1.0,0.7500000006329335
90.0,2.0,1.0,0.7500000000074498
91.0,2.0,1.0,0.7500001824195548
92.0,2.0,1.0,0.7500000023533498
93.0,2.0,1.0,0.7500000022744724
94.0,2.0,1.0,0.7500000008114531
95.0,2.0,1.0,0.7500000004363548
96.0,2.0,1.0,0.7500000001822529
97.0,2.0,1.0,0.7500000334098419
98.0,2.0,1.0,0.7500015083668485
99.0,2.0,1.0,0.7500000000266355
0.0,2.0,2.0,0.7959178516910559
1.0,2.0,2.0,0.7955670253453151
2.0,2.0,2.0,0.7964787833101222
3.0,2.0,2.0,0.7952926046453628
4.0,2.0,2.0,0.7957292791291288
5.0,2.0,2.0,0.7971410929642676
6.0,2.0,2.0,0.7945975416567109
7.0,2.0,2.0,0.7975792825374965
8.0,2.0,2.0,0.7982411982901765
9.0,2.0,2.0,0.7986821800519279
10.0,2.0,2.0,0.7950582668426179
11.0,2.0,2.0,0.7979290985522604
12.0,2.0,2.0,0.796582583059586
13.0,2.0,2.0,0.7962124960077686
14.0,2.0,2.0,0.7920328956178591
15.0,2.0,2.0,0.7955020298976017
16.0,2.0,2.0,0.7962239790697402
17.0,2.0,2.0,0.7970928339917434
18.0,2.0,2.0,0.7959464745603584
19.0,2.0,2.0,0.797241614119276
20.0,2.0,2.0,0.7968608355669634
21.0,2.0,2.0,0.7967055262985903
22.0,2.0,2.0,0.7967425763666075
23.0,2.0,2.0,0.7953355825634878
24.0,2.0,2.0,0.7942883934987701
25.0,2.0,2.0,0.7943791455702554
26.0,2.0,2.0,0.7959066093431818
27.0,2.0,2.0,0.7982827482972771
28.0,2.0,2.0,0.7963793560241416
29.0,2.0,2.0,0.7949926991111272
30.0,2.0,2.0,0.7960483344547191
31.0,2.0,2.0,0.7969902736368996
32.0,2.0,2.0,0.7967388493781232
33.0,2.0,2.0,0.795820135075233
34.0,2.0,2.0,0.7953126086826324
35.0,2.0,2.0,0.7937933043026422
36.0,2.0,2.0,0.7937234820483712
37.0,2.0,2.0,0.7961270280500506
38.0,2.0,2.0,0.7959187756955962
39.0,2.0,2.0,0.7953199621346634
40.0,2.0,2.0,0.7927008673053937
41.0,2.0,2.0,0.7950040951100982
42.0,2.0,2.0,0.7961843796777971
43.0,2.0,2.0,0.7962816037816787
44.0,2.0,2.0,0.7972976830566326
45.0,2.0,2.0,0.7964661897752731
46.0,2.0,2.0,0.795730950926373
47.0,2.0,2.0,0.7975202509032016
48.0,2.0,2.0,0.79549887184527
49.0,2.0,2.0,0.7921290760881596
50.0,2.0,2.0,0.7968779129561503
51.0,2.0,2.0,0.7957909082153195
52.0,2.0,2.0,0.7945497509103177
53.0,2.0,2.0,0.7954346910827091
54.0,2.0,2.0,0.7957874749348409
55.0,2.0,2.0,0.7952304123111107
56.0,2.0,2.0,0.7962331882613064
57.0,2.0,2.0,0.7954018389630673
58.0,2.0,2.0,0.7988071633163962
59.0,2.0,2.0,0.7961875019753873
60.0,2.0,2.0,0.7957697448521144
61.0,2.0,2.0,0.7952610614086856
62.0,2.0,2.0,0.7949971364956382
63.0,2.0,2.0,0.7957147888828048
64.0,2.0,2.0,0.7961073173500486
65.0,2.0,2.0,0.7956132380842023
66.0,2.0,2.0,0.7936274491784511
67.0,2.0,2.0,0.7962725242736429
68.0,2.0,2.0,0.7961865171845844
69.0,2.0,2.0,0.7952135836852088
70.0,2.0,2.0,0.796319477005837
71.0,2.0,2.0,0.7967702689851744
72.0,2.0,2.0,0.7952644591170267
73.0,2.0,2.0,0.7933237238723785
74.0,2.0,2.0,0.7987882081844278
75.0,2.0,2.0,0.796955258675192
76.0,2.0,2.0,0.7994088968476933
77.0,2.0,2.0,0.7955857562607593
78.0,2.0,2.0,0.7962861676185164
79.0,2.0,2.0,0.7969065528944017
80.0,2.0,2.0,0.7973200545493869
81.0,2.0,2.0,0.7957976504057485
82.0,2.0,2.0,0.7975919894884798
83.0,2.0,2.0,0.7952359223169377
84.0,2.0,2.0,0.7961436766448059
85.0,2.0,2.0,0.7964322001747627
86.0,2.0,2.0,0.7970569494951893
87.0,2.0,2.0,0.7972259418984338
88.0,2.0,2.0,0.7949509737105865
89.0,2.0,2.0,0.7928088622356181
90.0,2.0,2.0,0.7963331844943043
91.0,2.0,2.0,0.7955263953248369
92.0,2.0,2.0,0.7955252035565008
93.0,2.0,2.0,0.7947798483160745
94.0,2.0,2.0,0.7964584300993174
95.0,2.0,2.0,0.7925565380754134
96.0,2.0,2.0,0.7954064697134842
97.0,2.0,2.0,0.796013357443728
